,content,individual,groups,religion/creed,race/ethnicity,politics
11654,ở + sảng khoa sảng .. đấu tranh phản động ...+ sảng sai ... rút kinh nghiệm .. đậu xanh rau muống ..,0,0,0,0,3
11655,ở thời + sảng .. đấu tranh phản động ... thời + sảng sai ... rút kinh nghiệm .. đậu xanh rau muống ..,0,0,0,0,3
11656,ở + sảng .. đấu tranh ... phản động + sảng sai ... rút kinh nghiệm .. đậu xanh rau muống ..,0,0,0,0,3
11657,ở + sảng .. phản động ...+ sảng sai ... đấu tranh rút kinh nghiệm .. đậu xanh rau muống ..,0,0,0,0,3
11658,ở + sảng sảng . đấu tranh phản động ...+ . sai ... kinh nghiệm rút .. đậu xanh rau muống ..,0,0,0,0,3
11659,ở + sảng .. đấu tranh kinh nghiệm phản động ...+ sảng sai ... đậu xanh rút .. rau muống ..,0,0,0,0,3
11660,ở phản động sảng .. đấu tranh + ...+ sảng sai ... rút đậu xanh .. kinh nghiệm rau muống ..,0,0,0,0,3
11661,ở + sảng .. đấu tranh sảng phản động ...+ sai ... rút ... đậu xanh rau muống . kinh nghiệm,0,0,0,0,3
11662,ở + sảng ..... phản động đấu tranh kinh nghiệm sảng sai ... rút + .. đậu xanh rau muống ..,0,0,0,0,3
11663,ở + sảng .. đấu tranh phản động kinh nghiệm + sảng sai .... rút .... đậu xanh rau muống ..,0,0,0,0,3
11664,ở + sảng .. đấu tranh phản động ...+ sảng sai rút kinh nghiệm .. đậu xanh rau muống ..,0,0,0,0,3
11665,ở + sảng . đấu tranh ...+ sảng sai ... rút kinh nghiệm .. đậu xanh rau muống ..,0,0,0,0,3
11666,ở sảng .. đấu tranh phản động ...+ sảng sai ... kinh nghiệm . đậu xanh rau muống ..,0,0,0,0,3
11667,ở + sảng .. đấu tranh phản động ...+ sảng sai ... kinh nghiệm .. đậu xanh rau muống ..,0,0,0,0,3
11668,ở sảng .. đấu tranh phản động ...+ sảng sai ... rút .. đậu xanh rau muống ..,0,0,0,0,3
11669,ở + sảng .. đấu tranh ... sảng sai ... rút kinh nghiệm . đậu xanh rau muống ..,0,0,0,0,3
11670,ở + sảng . đấu tranh phản động ...+ sảng sai ... rút kinh nghiệm .. rau muống ..,0,0,0,0,3
11671,ở + sảng .. đấu tranh phản động ... sảng sai ... rút kinh nghiệm . rau muống ..,0,0,0,0,3
11672,tôi tỉ giác tuyên thệ .. nhiệm kỳ cố gắng vơ vét đục khoét tàn phá tổ quốc thằng,0,0,0,0,2
11673,tôi tuyên thệ .. nhiệm kỳ cố gắng vơ vét phá hoại hại đất thằng,0,0,0,0,2
11674,tôi tuyên thệ .. nhiệm kỳ cố gắng vơ vét nhụt tàn phá thằng,0,0,0,0,2
11675,tôi tuyên thệ .. nhiệm kì cố gắng cắp đục khoét tàn phá đất thằng,0,0,0,0,2
11676,tôi tỉ giác tuyên thệ .. nhiệm kì cố gắng vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
11677,tôi tuyên thệ .. thời gian bổ nhiệm cố gắng vơ vét phá hoại tàn phá đất thằng,0,0,0,0,2
11678,tôi tuyên thệ .. nhiệm kỳ phấn đấu vơ vét đục khoét hỏng đất thằng,0,0,0,0,2
11679,tôi hàm tuyên thệ .. nhiệm kỳ cố gắng cắp đục khoét tàn phá đất thằng,0,0,0,0,2
11680,tôi tuyên thệ .. nhiệm kỳ phá cố gắng vơ vét đục khoét tàn phá đất thằng phá,0,0,0,0,2
11681,tôi tuyên thệ .. nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất hốc thằng,0,0,0,0,2
11682,tôi tuyên thệ .. nhiệm kỳ hàm cố gắng vơ vét đục khoét tàn phá đất cắp thằng,0,0,0,0,2
11683,tôi tuyên thệ phá .. nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
11684,tôi tuyên thệ .. nhiệm kỳ nhiệm kì cố gắng vơ vét đục khoét tàn phá đất hốc thằng,0,0,0,0,2
11685,tôi tuyên thệ .. hàm cắp nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
11686,tôi tuyên thệ .. nhiệm kỳ cố gắng vơ vét cắp đục khoét tàn phá đất thằng,0,0,0,0,2
11687,tôi tuyên thệ .. nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất thằng hốc,0,0,0,0,2
11688,tôi tuyên thệ . nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất . thằng,0,0,0,0,2
11689,.. tuyên thệ nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất thằng tôi,0,0,0,0,2
11690,tôi đục khoét tuyên thệ .. tàn phá nhiệm kỳ cố gắng vơ vét đất thằng,0,0,0,0,2
11691,tôi tuyên thệ .. nhiệm kỳ đất vơ vét tàn phá cố gắng đục khoét thằng,0,0,0,0,2
11692,tôi tuyên thệ .. nhiệm kỳ vơ vét đục khoét tàn phá đất thằng cố gắng,0,0,0,0,2
11693,tôi tuyên thệ .. nhiệm kỳ cố gắng vơ vét đục khoét đất thằng tàn phá,0,0,0,0,2
11694,đất tuyên thệ .. nhiệm kỳ cố gắng vơ vét đục khoét tôi thằng tàn phá,0,0,0,0,2
11695,tôi tuyên thệ cố gắng . nhiệm kỳ . vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
11696,tuyên thệ .. nhiệm kỳ vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
11697,tôi tuyên thệ .. nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
11698,tôi . nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
11699,tôi tuyên thệ .. nhiệm kỳ cố gắng vơ vét tàn phá đất thằng,0,0,0,0,2
11700,tôi tuyên thệ .. nhiệm kỳ cố gắng vơ vét đục khoét tàn phá thằng,0,0,0,0,2
11701,tôi tuyên thệ .. cố gắng vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
11702,tuyên thệ .. nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất,0,0,0,0,2
11703,tôi . . nhiệm kỳ vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
11704,không bẩn thỉu cộng sảng .,0,0,0,0,3
11705,không bừa bãi cộng sảng .,0,0,0,0,3
11706,không bẩn thỉu cộng sảng .,0,0,0,0,3
11707,không lộn xộn cộng sảng .,0,0,0,0,3
11708,không bẩn thỉu cộng sảng .,0,0,0,0,3
11709,không bẩn thỉu cộng sảng .,0,0,0,0,3
11710,không hỗn độn cộng sảng .,0,0,0,0,3
11711,không bẩn thỉu cộng sảng .,0,0,0,0,3
11712,không bẩn thỉu cộng sảng đòi .,0,0,0,0,3
11713,không bẩn thỉu cộng sảng thể .,0,0,0,0,3
11714,không đòi bẩn thỉu cộng sảng .,0,0,0,0,3
11715,không bẩn thỉu hỗn độn cộng sảng .,0,0,0,0,3
11716,hỗn độn không bẩn thỉu cộng sảng .,0,0,0,0,3
11717,không hỗn độn bẩn thỉu cộng sảng .,0,0,0,0,3
11718,cộng sảng không bẩn thỉu cộng sảng .,0,0,0,0,3
11719,không bẩn thỉu cộng sảng hỗn độn .,0,0,0,0,3
11720,không bẩn thỉu cộng sảng .,0,0,0,0,3
11721,không bẩn thỉu . cộng sảng,0,0,0,0,3
11722,không bẩn thỉu cộng sảng .,0,0,0,0,3
11723,. bẩn thỉu cộng sảng không,0,0,0,0,3
11724,không bẩn thỉu . cộng sảng,0,0,0,0,3
11725,. bẩn thỉu cộng sảng không,0,0,0,0,3
11726,không bẩn thỉu cộng sảng .,0,0,0,0,3
11727,bẩn thỉu không cộng sảng .,0,0,0,0,3
11728,không bẩn thỉu cộng sảng .,0,0,0,0,3
11729,không bẩn thỉu cộng sảng .,0,0,0,0,3
11730,không bẩn thỉu cộng sảng,0,0,0,0,3
11731,không bẩn thỉu cộng sảng .,0,0,0,0,3
11732,không bẩn thỉu cộng sảng .,0,0,0,0,3
11733,không bẩn thỉu cộng sảng .,0,0,0,0,3
11734,không bẩn thỉu cộng sảng,0,0,0,0,3
11735,không bẩn thỉu cộng sảng .,0,0,0,0,3
11736,trên thực tế xã hội tổ nít thực xã hội trị mấy,0,0,0,0,3
11737,trên thực tế xã hội đội nít thực xã hội trị mấy,0,0,0,0,3
11738,trên thực tế xã hội bọn nít thực xã hội trị mấy ngăn,0,0,0,0,3
11739,trên thực tế xã hội bọn nít thực tế xã hội trị mấy,0,0,0,0,3
11740,trên hiện trạng xã hội bọn trẻ thực xã hội trị mấy ngăn,0,0,0,0,3
11741,trên hiện trạng xã hội bọn trẻ thực xã hội trị mấy,0,0,0,0,3
11742,trên thực tế xã hội bọn nít thực tế xã hội trị mấy,0,0,0,0,3
11743,trên thực tế xã hội bọn trẻ xã hội quan hệ trị mấy,0,0,0,0,3
11744,trên thực tế xã hội bọn trẻ thực xã hội trị mấy,0,0,0,0,3
11745,trên thực tế xã hội bọn trẻ thực xã hội trị mấy,0,0,0,0,3
11746,trên thực tế xã hội đội bọn trẻ thực xã hội trị mấy thực tế,0,0,0,0,3
11747,trên thực tế xã hội bọn trẻ thực xã hội trị mấy,0,0,0,0,3
11748,trên thực tế xã hội thực tế bọn trẻ thực xã hội trị mấy,0,0,0,0,3
11749,trên thực tế xã hội bọn trẻ thực xã hội trị mấy,0,0,0,0,3
11750,trên thực tế hiện trạng xã hội bọn trẻ thực xã hội trị mấy,0,0,0,0,3
11751,trên thực tế ngăn xã hội thực tế bọn trẻ thực xã hội trị mấy,0,0,0,0,3
11752,trên xã hội bọn trẻ thực xã hội trị mấy thực tế,0,0,0,0,3
11753,trên thực tế xã hội trẻ thực xã hội trị mấy bọn,0,0,0,0,3
11754,trên thực tế xã hội bọn trẻ mấy xã hội thực trị,0,0,0,0,3
11755,trên thực tế trẻ xã hội thực xã hội trị mấy bọn,0,0,0,0,3
11756,trên thực tế xã hội bọn trẻ thực xã hội trị mấy,0,0,0,0,3
11757,trên thực tế xã hội bọn trẻ thực xã hội mấy trị,0,0,0,0,3
11758,trẻ thực tế xã hội bọn trên thực xã hội trị mấy,0,0,0,0,3
11759,trên thực tế xã hội mấy bọn trẻ xã hội trị thực,0,0,0,0,3
11760,trên thực tế xã hội bọn trẻ thực xã hội trị mấy,0,0,0,0,3
11761,trên xã hội bọn trẻ thực xã hội trị mấy,0,0,0,0,3
11762,trên thực tế bọn trẻ thực xã hội trị mấy,0,0,0,0,3
11763,trên thực tế xã hội bọn trẻ thực xã hội trị,0,0,0,0,3
11764,trên thực tế xã hội trẻ xã hội mấy,0,0,0,0,3
11765,trên thực tế xã hội bọn trẻ thực xã hội trị mấy,0,0,0,0,3
11766,trên thực tế bọn trẻ thực xã hội trị mấy,0,0,0,0,3
11767,trên thực tế xã hội bọn trẻ thực xã hội trị mấy,0,0,0,0,3
11768,bóc lột đội thực dân !,0,0,0,0,3
11769,bóc lột toán thực dân !,0,0,0,0,3
11770,bóc lột đám thực dân !,0,0,0,0,3
11771,bóc lột lũ thực dân !,0,0,0,0,3
11772,bóc lột toán thực dân !,0,0,0,0,3
11773,bóc lột đám thực dân !,0,0,0,0,3
11774,bóc lột tổ thực dân !,0,0,0,0,3
11775,bóc lột lũ thực dân !,0,0,0,0,3
11776,bóc lột bọn thực dân đầu !,0,0,0,0,3
11777,bóc lột bọn đội thực dân !,0,0,0,0,3
11778,bóc lột bọn thực dân !,0,0,0,0,3
11779,bóc lột bọn thực dân !,0,0,0,0,3
11780,bóc lột bọn đội thực dân !,0,0,0,0,3
11781,bóc lột bọn thực dân !,0,0,0,0,3
11782,bóc lột bọn thực dân đội !,0,0,0,0,3
11783,bóc lột đầu bọn thực dân !,0,0,0,0,3
11784,bóc lột bọn thực dân !,0,0,0,0,3
11785,bóc lột bọn thực dân !,0,0,0,0,3
11786,bóc lột thực dân bọn !,0,0,0,0,3
11787,bóc lột ! bọn thực dân,0,0,0,0,3
11788,bóc lột bọn thực dân !,0,0,0,0,3
11789,bóc lột thực dân bọn !,0,0,0,0,3
11790,bóc lột bọn thực dân !,0,0,0,0,3
11791,bóc lột bọn thực dân !,0,0,0,0,3
11792,bóc lột bọn thực dân !,0,0,0,0,3
11793,bóc lột bọn thực dân !,0,0,0,0,3
11794,bóc lột bọn !,0,0,0,0,3
11795,bóc lột bọn thực dân !,0,0,0,0,3
11796,bóc lột bọn !,0,0,0,0,3
11797,bóc lột bọn thực dân !,0,0,0,0,3
11798,bóc lột bọn thực dân !,0,0,0,0,3
11799,bóc lột thực dân !,0,0,0,0,3
11800,"môn khoái "" búa liêm ' "" !!!",0,0,0,0,2
11801,"môn khoái "" búa liêm ' "" !!!",0,0,0,0,2
11802,"môn khoái "" búa liêm ' "" !!!",0,0,0,0,2
11803,"môn khoái "" búa liêm ' "" !!!",0,0,0,0,2
11804,"môn khoái "" búa liêm ' "" !!!",0,0,0,0,2
11805,"môn khoái "" búa liêm ' "" !!!",0,0,0,0,2
11806,"môn khoái "" búa liêm ' "" !!!",0,0,0,0,2
11807,"môn khoái "" búa liêm ' "" !!!",0,0,0,0,2
11808,"búa môn khoái "" búa liêm ' "" !!!",0,0,0,0,2
11809,"môn khoái "" búa liêm ' "" !!!",0,0,0,0,2
11810,"môn khoái "" búa liêm ' búa "" !!!",0,0,0,0,2
11811,"môn khoái búa "" búa liêm ' "" !!!",0,0,0,0,2
11812,"môn khoái "" búa liêm ' "" !!!",0,0,0,0,2
11813,"môn khoái "" búa liêm ' "" ! búa !!",0,0,0,0,2
11814,"môn khoái "" búa liêm ' búa "" !!!",0,0,0,0,2
11815,"môn khoái "" búa búa liêm ' "" !!!",0,0,0,0,2
11816,"môn khoái "" búa liêm ' !!"" !",0,0,0,0,2
11817,"' "" búa liêm môn khoái "" !!!",0,0,0,0,2
11818,"môn khoái búa liêm ' "" "" !!!",0,0,0,0,2
11819,"môn khoái "" ' liêm búa "" !!!",0,0,0,0,2
11820,"môn khoái "" búa ! ' "" ! liêm !",0,0,0,0,2
11821,""" búa liêm ' "" môn khoái !!!",0,0,0,0,2
11822,"môn khoái "" búa liêm ' "" !!!",0,0,0,0,2
11823,"môn khoái "" "" liêm ' búa !!!",0,0,0,0,2
11824,"môn khoái "" búa liêm ' "" !!!",0,0,0,0,2
11825,"môn khoái "" búa ' "" !!!",0,0,0,0,2
11826,"môn khoái "" búa liêm ' "" !!!",0,0,0,0,2
11827,"môn khoái "" búa liêm ' "" !!",0,0,0,0,2
11828,"môn khoái "" búa liêm "" !",0,0,0,0,2
11829,"môn khoái búa liêm ' "" !!!",0,0,0,0,2
11830,"môn khoái "" búa liêm ' "" !!",0,0,0,0,2
11831,"môn khoái "" búa liêm ' "" !!!",0,0,0,0,2
11832,3k 38 . con tất . tỉ lệ 99 trăm không phê chuẩn i trăm phê chuẩn . ha ha đâu bao dám trưng cầu dư luận .,0,0,0,0,2
11833,3k 38 . con tất . tỉ lệ 99 trăm không giá trị 1 trăm giá trị . ha ha đâu bao mạo phạm trưng cầu dư luận .,0,0,0,0,2
11834,3k 38 . con tất . tỉ lệ 99 trăm không hiệu lực i trăm hiệu lực . ha ha đâu bao mạo phạm trưng cầu dân .,0,0,0,0,2
11835,3k 38 . con tất . tỉ lệ 99 trăm không đồng trăm đồng . ha ha đâu bao mạo muội trưng cầu miệng lưỡi gian .,0,0,0,0,2
11836,3k 38 . con tất . tỉ lệ 99 trăm không đồng trăm đồng . ha ha đâu bao mạo muội trưng cầu miệng lưỡi gian .,0,0,0,0,2
11837,3k 38 . con tất . tỉ lệ 99 trăm không hợp lệ trăm hợp lệ . ha ha đâu bao dám trưng cầu dư luận .,0,0,0,0,2
11838,3k 38 . con tất . tỉ lệ 99 trăm không giá trị 1 trăm giá trị . ha ha đâu bao mạo phạm trưng cầu dư luận .,0,0,0,0,2
11839,3k 38 . con tất . tỉ lệ 99 trăm không đồng i trăm đồng . ha ha đâu bao mạo phạm trưng cầu miệng lưỡi gian .,0,0,0,0,2
11840,3k 38 . con tất . sở hữu tỉ lệ 99 sở hữu trăm không đồng 1 trăm đồng . ha ha đâu bao dám trưng cầu dân .,0,0,0,0,2
11841,3k 38 . con tất . tỉ lệ 99 trăm không đồng 1 trăm đồng . ha ha đâu bao dám trưng cầu dân .,0,0,0,0,2
11842,3k 38 . con tất . tỉ lệ 99 trăm sở hữu không đồng 1 trăm đồng dư luận . ha ha đâu bao dám trưng cầu dân .,0,0,0,0,2
11843,3k 38 . con tất . tỉ lệ 99 trăm không đồng 1 trăm đồng . ha ha đâu bao ngon dám trưng cầu dân .,0,0,0,0,2
11844,3k 38 . con tất . tỉ lệ 99 trăm không đồng 1 trăm đồng sở hữu . ha ha đâu phê chuẩn bao dám trưng cầu dân .,0,0,0,0,2
11845,3k 38 phê chuẩn . con tất . tỉ lệ 99 trăm không đồng 1 phê chuẩn trăm đồng . ha ha đâu bao dám trưng cầu dân phê chuẩn .,0,0,0,0,2
11846,3k 38 . con tất . tỉ lệ 99 trăm không đồng 1 trăm đồng . ha ha đâu bao dám trưng cầu phát âm dân .,0,0,0,0,2
11847,3k 38 mạo phạm . con tất . mọc tỉ lệ 99 trăm không đồng 1 trăm đồng . ha ha đâu bao dám trưng cầu dân .,0,0,0,0,2
11848,3k . 38 con tất . tỉ lệ 99 trăm không đồng dân trăm đồng . ha ha đâu bao . trưng cầu 1 dám,0,0,0,0,2
11849,3k 38 . con dám tất . tỉ lệ 99 trăm 1 đồng đồng không trăm . ha ha đâu bao trưng cầu dân .,0,0,0,0,2
11850,3k 38 . con trưng cầu . tỉ lệ tất 99 trăm không đồng 1 trăm đồng . ha ha đâu . dám dân bao,0,0,0,0,2
11851,3k 38 .. tất . tỉ lệ 99 trăm không đồng đồng 1 trăm con ha ha đâu dám bao trưng cầu dân .,0,0,0,0,2
11852,38 đồng con 3k đâu . tỉ lệ 99 trăm không . 1 trăm đồng . ha ha tất bao dám trưng cầu dân .,0,0,0,0,2
11853,3k đâu . con tất . tỉ lệ 99 trăm không đồng dám trăm đồng . ha ha 38 bao 1 trưng cầu dân .,0,0,0,0,2
11854,3k 38 . con tỉ lệ tất . 99 trăm không bao 1 trăm đồng . đồng đâu ha ha dám trưng cầu dân .,0,0,0,0,2
11855,3k 38 . con tất tỉ lệ . 99 trăm không đồng 1 trăm đồng đâu ha ha . bao dám trưng cầu dân .,0,0,0,0,2
11856,3k . con tất . tỉ lệ trăm không đồng 1 trăm đồng . đâu bao dám trưng cầu dân,0,0,0,0,2
11857,3k 38 . con tất . tỉ lệ 99 không đồng 1 trăm đồng . ha ha đâu bao dám trưng cầu dân .,0,0,0,0,2
11858,3k 38 . con tất . tỉ lệ trăm không 1 trăm đồng . ha ha đâu bao dám .,0,0,0,0,2
11859,3k . con tất . tỉ lệ 99 trăm không đồng 1 trăm đồng . ha ha đâu bao dám trưng cầu dân .,0,0,0,0,2
11860,3k 38 . con tất . tỉ lệ 99 trăm không đồng 1 trăm đồng . ha ha đâu bao dám trưng cầu dân .,0,0,0,0,2
11861,38 con tất . trăm không đồng trăm đồng . ha ha đâu bao dám trưng cầu .,0,0,0,0,2
11862,3k . con tất . tỉ lệ 99 trăm không đồng 1 trăm đồng . ha ha đâu bao dám trưng cầu dân .,0,0,0,0,2
11863,3k 38 . con tất . tỉ lệ 99 trăm trăm đồng . ha ha đâu bao trưng cầu dân .,0,0,0,0,2
11864,"day la y hệt kien huyet quặt rat nhieu tri thuc : phai dan chu hoa thi moi phủ kín ve duoc dắt nuoc , nhung hinh nhu dang sống van chua tinh , ho vua dien tap chong “ khung bo “ ma ke khung bo đèo cam co vang !",0,0,0,0,3
11865,"day hét y kien tam huyet tán rat nhieu tri thuc : phai dan chẩu hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu dang sống nằn nì chua tinh , ho vua dien tap chong “ khung boa “ ma ke khung boa lai cam gập vang !",0,0,0,0,3
11866,"day la y kien tam huyet tán rat nhieu tri thuc : phai dan chu hoa thi moi bao bọc ve duoc dắt nuoc , nhung hinh nhu dang sống van chua tinh , ho vua dien tap chong “ sườn tip “ linh hồn ke sườn tip lai cam co vang !",0,0,0,0,3
11867,"day la y kien tam huyet quặt rat nhieu tri thuc : phai dan chu hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu phơi sống van chua tinh , ho vua dien tap chong “ cốt bo “ ma ke cốt bo lai cam co vang vọng !",0,0,0,0,3
11868,"day la y kien tam huyet tán rat nhieu tri thuc : phai dan chu hoa thi moi phủ ve duoc dắt nuoc , nhung hinh nhu dang sống van chua tinh , ho vua dien tap chong “ cốt bo “ hồn ma ke cốt bo đèo cam co vọng !",0,0,0,0,3
11869,"day hét y kien tam huyet tán rat nhieu tri thuc : phai dan chu hoa thi nặn bao ve duoc dắt nuoc , nhung hinh nhu dang sống van chua tinh , ho vua dien tap chong “ khung bo “ ma ke khung bo lái cam gập vọng !",0,0,0,0,3
11870,"day hét y kien tam huyet tán rat nhieu tri thuc : loang dan chu hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu dang sống van hỏng tinh , ho vua dien tap chong “ cốt bo “ ma ke cốt bo lai cam co gập vang !",0,0,0,0,3
11871,"day la khớp kien tam huyet rẽ rat nhieu tri thuc : phai dan chu hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu dang sống năn nỉ hỏng tinh , ho vua dien tap chong “ khung bo “ ma ke khung bo lai cam co vọng !",0,0,0,0,3
11872,"lái day la y kien tam huyet tán van lơn rat nhieu tri thuc : phai dan chu hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu dang sống chúa van chua tinh , ho vua dien tap chong “ khung bo “ ma ke khung bo lai cam khớp co vang !",0,0,0,0,3
11873,"rẽ day la y kien tam huyet tán rat nhieu tri thuc : phai dan chu hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu dang sống van chua tinh bọc , ho vua dien tap chong “ khung bo “ ma ke khung tung bo lai cam co gập vang !",0,0,0,0,3
11874,"day la y kien tam huyet tán rat nhieu tri thuc : phai dan chu hoa thi moi bao ve duoc dắt nuoc chẩu , nhung sườn hinh chép nhu dang sống van chua tinh , ho vua dien tap chong “ khung bo “ ma ke khung bo lai cam co clarence day vang !",0,0,0,0,3
11875,"day la y kien tam huyet tán rat nhieu tri hoa thuc : phai dan chu hoa thi moi bao chép ve duoc dắt nuoc , nhung hinh nhu dang sống van chua tinh , ho vua dien tap chong “ khung bo “ ma ke khung bo lai cam co vang bọc !",0,0,0,0,3
11876,"day la y kien tam huyet tán rat nhieu tri thuc : phai dan chu hoa thi moi bao ve duoc dắt loang nuoc , nhung hinh nhu dang sống van chua tinh , ho vua dien hét tap chong “ khung bo chẩu “ ma ke khung bo lai lái cam co lan vang !",0,0,0,0,3
11877,"day la y kien tam huyet tán rat nhieu vắt tri thuc : phai dan chu hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu dang sống van chua tinh , ho vua dien tap tip chong “ khung tip bo “ ma ke khung bo lai cam vọng co vang !",0,0,0,0,3
11878,"day la y kien tam huyet tán rat nhieu tri bọc thuc : phai dan chu hoa thi moi bao ve duoc dắt tip nuoc hét , nhung tip hinh nhu dang sống van chua tinh , ho vua dien tap chong vọng “ khung bo “ ma ke khung bo lai cam co vang !",0,0,0,0,3
11879,"day la y kien tam huyet tán rat nhieu tri thuc : phai dan chu hoa thi moi bao ve duoc dắt nuoc , vọng nhung hinh nhu dang sống van chua tinh , ho hét chúa vua dien tap chong “ khung tip bo “ ma ke khung bo lai cam co vang !",0,0,0,0,3
11880,"day la ma sống tam huyet tán rat nhieu tri thuc : phai dan chu hinh thi moi bao ve duoc dắt nuoc , nhung khung nhu dang kien van chua tinh , ho vua dien tap chong “ khung bo “ y ke hoa bo lai cam co ! vang",0,0,0,0,3
11881,"day la y kien tam huyet tán vua nhieu tri thuc : phai dan chu hoa thi bao chua dắt nuoc , nhung hinh nhu dang tap ve duoc tinh , ho rat dien sống chong “ khung bo “ ma ke khung bo lai cam co van moi vang !",0,0,0,0,3
11882,"day la y kien ma huyet tán rat bao tri thuc : phai dan vua hoa thi bo nhieu ve duoc dắt hinh , nhung nuoc nhu dang sống van chua tinh , ho chu dien tap chong “ khung bo “ tam ke khung moi lai cam co vang !",0,0,0,0,3
11883,"day la y tam huyet tán rat nhieu tri thuc : phai chua chu hoa , moi ma ve duoc dắt nuoc thi nhung hinh nhu dang sống van bao tinh , ho vua dien tap chong “ khung bo “ dan ke khung bo lai cam co kien vang !",0,0,0,0,3
11884,"day la tinh kien tam huyet tán rat nhieu tri thuc “ phai dan ke hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu khung dien van chua y , ho vua sống tap chong : dang bo “ ma chu khung bo lai cam co vang !",0,0,0,0,3
11885,"day la y kien vua huyet tán rat nhieu tri thuc : phai dan sống hoa thi moi tam ve duoc dắt nuoc , nhung hinh , dang chu van chua chong nhu ho bao dien tap tinh “ khung bo “ ma ke khung bo lai cam co vang !",0,0,0,0,3
11886,"day la tri kien tam huyet tán rat nhieu y sống : phai thi chu hoa dan moi bao ve duoc dắt nuoc , nhung tap nhu dang thuc van chua lai , ho vua dien hinh chong “ khung bo “ ma ke khung bo tinh cam co vang !",0,0,0,0,3
11887,"nhieu la chong kien tam huyet tán tinh day tri thuc : phai dan chu hoa thi nuoc bao ve duoc dắt moi nhung hinh nhu dang sống van chua rat , ho vua dien tap y “ khung bo “ ma ke khung bo lai cam co , vang !",0,0,0,0,3
11888,"day la y kien tam huyet tán rat nhieu thuc : phai dan chu hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu sống van tinh ho vua dien tap chong “ bo “ ma ke khung bo lai cam co vang !",0,0,0,0,3
11889,"day la y kien tam huyet tán rat nhieu tri thuc phai dan chu hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu dang sống van chua tinh , ho vua dien tap chong “ khung bo “ ma ke khung bo lai cam co vang !",0,0,0,0,3
11890,"day la kien tam tán rat nhieu tri thuc phai dan chu hoa thi moi ve duoc dắt nuoc , nhung hinh nhu sống chua tinh , ho vua dien tap chong “ khung “ ma ke khung bo lai cam co vang !",0,0,0,0,3
11891,"day la y kien tam huyet tán rat nhieu : phai dan chu hoa thi moi bao ve duoc dắt , nhung hinh nhu dang sống van tinh , vua dien tap chong “ khung bo “ ma ke khung bo lai cam co vang",0,0,0,0,3
11892,"la y tam huyet tán rat nhieu thuc : phai dan chu hoa moi bao dắt nuoc , nhung hinh nhu dang sống van chua tinh , ho vua dien tap chong “ khung bo “ ke khung bo lai cam co vang !",0,0,0,0,3
11893,"y kien tam huyet tán rat nhieu tri thuc : phai dan chu hoa thi moi bao ve duoc dắt nuoc nhung dang sống van chua tinh , ho vua dien tap chong “ khung “ ma ke khung bo lai cam co !",0,0,0,0,3
11894,"day la y kien tam huyet tán rat nhieu tri thuc : phai dan chu hoa thi moi bao ve duoc dắt , nhung hinh nhu dang sống van chua tinh , ho vua dien tap chong “ khung bo “ ma ke khung bo lai cam co vang !",0,0,0,0,3
11895,"day la y kien tam huyet tán rat nhieu tri thuc : phai dan chu thi moi bao dắt nuoc , nhung hinh nhu dang sống chua tinh , ho vua dien tap chong “ khung bo “ ma ke khung lai cam co vang !",0,0,0,0,3
11896,cái đảng đồi bại,0,0,0,0,3
11897,cái đảng đồi bại,0,0,0,0,3
11898,cái đảng đồi bại,0,0,0,0,3
11899,cái đảng đồi bại,0,0,0,0,3
11900,cái đảng đồi bại,0,0,0,0,3
11901,cái đảng đồi bại,0,0,0,0,3
11902,cái đảng đồi bại,0,0,0,0,3
11903,cái đảng đồi bại,0,0,0,0,3
11904,đồi bại cái đảng thối nát,0,0,0,0,3
11905,cái đảng đồi bại thối nát,0,0,0,0,3
11906,cái đồi bại đảng thối nát,0,0,0,0,3
11907,cái đồi bại đảng thối nát,0,0,0,0,3
11908,cái đảng đồi bại thối nát,0,0,0,0,3
