,content,individual,groups,religion/creed,race/ethnicity,politics
390,ở + khoa phụ sản . . bạn đeo đuổi phản động ... khi + sảng sai ... nó rút kinh nghiệm . . đậu xanh rau muống . .,0,0,0,0,3
391,ở + sản . . bạn theo đuổi phản động ... khi + sảng không phải ... nó rút kinh nghiệm . . đậu xanh rau muống . .,0,0,0,0,3
392,ở + sản . . khoa sản khoa sản bạn đấu tranh phản động ... khi + sảng sai ... nó rút kinh nghiệm . . đậu xanh rau muống . .,0,0,0,0,3
393,ở + sản . . bạn đấu tranh phản động ... khi sai + sảng sai ... nó rút kinh nghiệm . không phải . đậu xanh rau muống . .,0,0,0,0,3
394,ở theo đuổi + sản . . bạn đấu tranh phản động ... khi + sảng sai ... nó rút kinh nghiệm . thời điểm . đậu xanh rau muống . .,0,0,0,0,3
395,ở + sản . . bạn đấu tranh phản động ... khi + sảng sai ... nó rút ở kinh nghiệm . . đậu xanh sống rau muống . .,0,0,0,0,3
396,sống ở thời điểm + sản . . bạn đấu tranh phản động ... khi + sảng sai ... nó rút kinh nghiệm . . đậu xanh rau muống . .,0,0,0,0,3
397,ở + sản . . bạn đấu tranh ngừng phản động ... khi + sảng sai ... nó rút kinh nghiệm . . đậu xanh rau muống . bỏ .,0,0,0,0,3
398,ở + sản . . bạn đấu tranh phản động ... khi + sảng sai ... nó rút kinh nghiệm . . đậu xanh bỏ rau muống . bỏ .,0,0,0,0,3
399,ở + sản . . bạn đấu tranh phản động ... khi + sảng sai không phải ... nó rút kinh nghiệm . . đậu xanh theo đuổi rau muống . .,0,0,0,0,3
400,ở . ... + . bạn đấu tranh phản động ... khi + sảng sai sản nó rút kinh nghiệm . . đậu xanh rau muống . .,0,0,0,0,3
401,ở + . rau muống . bạn đấu tranh phản động ... khi + sảng sai ... nó rút kinh nghiệm . . đậu xanh . . sản,0,0,0,0,3
402,ở + sản . sảng bạn đấu tranh phản động ... . + . sai ... nó rút kinh nghiệm khi . đậu xanh rau muống . .,0,0,0,0,3
403,ở + sản . rau muống đậu xanh đấu tranh phản động ... khi + sảng sai ... nó rút kinh nghiệm . . bạn . . .,0,0,0,0,3
404,ở + sản khi . bạn đấu tranh phản động ... kinh nghiệm + sảng sai ... nó rút . . . đậu xanh rau muống . .,0,0,0,0,3
405,ở + ... . . bạn đấu tranh rút ... khi + sảng sai sản nó phản động kinh nghiệm . . đậu xanh rau muống . .,0,0,0,0,3
406,ở + sản . . bạn đấu tranh phản động ... khi + ... sai sảng nó rút . . . đậu xanh rau muống . kinh nghiệm,0,0,0,0,3
407,ở + sản . . bạn đấu tranh phản động ... khi + kinh nghiệm sai rau muống nó rút sảng . . đậu xanh ... . .,0,0,0,0,3
408,ở + sản . . bạn đấu tranh phản động khi + sảng sai ... nó rút kinh nghiệm . . rau muống .,0,0,0,0,3
409,ở sản . . bạn đấu tranh phản động ... + sảng sai ... nó rút . . đậu xanh rau muống . .,0,0,0,0,3
410,ở + sản . . bạn đấu tranh phản động ... khi + sảng ... nó kinh nghiệm . đậu xanh rau muống . .,0,0,0,0,3
411,ở + . . bạn đấu tranh phản động khi + sảng sai ... rút . . đậu xanh rau muống . .,0,0,0,0,3
412,ở + sản . . đấu tranh phản động ... khi sảng sai ... nó rút kinh nghiệm . . rau muống .,0,0,0,0,3
413,sản . . bạn đấu tranh phản động ... khi sảng sai ... nó rút kinh nghiệm . . đậu xanh rau muống . .,0,0,0,0,3
414,ở + sản . . bạn đấu tranh ... khi + sảng sai ... nó rút kinh nghiệm . . đậu xanh rau muống . .,0,0,0,0,3
415,ở . . bạn đấu tranh phản động ... khi + sảng sai ... nó rút kinh nghiệm . . đậu xanh rau muống . .,0,0,0,0,3
416,tôi tuyên thệ . . nhiệm kỳ cố gắng vơ vét đục khoét làm lộn xộn đất thằng,0,0,0,0,2
417,tôi tuyên thệ . . nhiệm kỳ cố gắng vơ vét đục khoét làm rối đất thằng,0,0,0,0,2
418,tôi tuyên thệ . . nhiệm kỳ cố gắng vơ vét đục khoét làm hư đất thằng,0,0,0,0,2
419,tôi tuyên thệ . . nhiệm kỳ cố gắng vơ vét đục khoét đánh rối đất thằng,0,0,0,0,2
420,tôi tuyên thệ . . thời gian đương chức cố gắng vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
421,tôi tuyên thệ . . nhiệm kỳ dốc sức vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
422,tôi tuyên thệ . . nhiệm kỳ cố gắng ăn trộm đục khoét tàn phá đất thằng,0,0,0,0,2
423,tôi tuyên thệ . . nhiệm kỳ cố gắng vơ vét đục khoét làm hỏng đất thằng,0,0,0,0,2
424,tôi tuyên thệ . . nhiệm kỳ cố gắng vơ vét đục khoét tàn phá nhiệm kì đất thằng,0,0,0,0,2
425,tôi tuyên thệ . . nhiệm kỳ cố gắng vơ vét đục khoét nhiệm kì tàn phá đất thằng,0,0,0,0,2
426,tôi tuyên thệ . . nhiệm kỳ cố gắng phá vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
427,tôi tuyên thệ . . nhiệm kỳ cố gắng vơ vét ăn cắp đục khoét tàn phá đất thằng,0,0,0,0,2
428,tôi tuyên thệ . . nhiệm kỳ cố gắng vơ vét đục khoét nỗ lực tàn phá đất thằng,0,0,0,0,2
429,tôi tuyên thệ . . nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất ăn cắp thằng,0,0,0,0,2
430,tôi tuyên thệ . . nhiệm kỳ cố gắng vơ vét nỗ lực đục khoét tàn phá đất thằng,0,0,0,0,2
431,tôi tuyên thệ . nỗ lực . nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
432,tôi tuyên thệ . . nhiệm kỳ cố gắng vơ vét đục khoét tàn phá thằng đất,0,0,0,0,2
433,thằng tuyên thệ . . nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất tôi,0,0,0,0,2
434,tôi tuyên thệ . . nhiệm kỳ vơ vét cố gắng đục khoét tàn phá đất thằng,0,0,0,0,2
435,tôi tuyên thệ nhiệm kỳ . . cố gắng vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
436,tôi tuyên thệ . . đục khoét cố gắng vơ vét nhiệm kỳ tàn phá đất thằng,0,0,0,0,2
437,tôi . . tuyên thệ nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
438,tôi tuyên thệ . đất nhiệm kỳ cố gắng vơ vét đục khoét tàn phá . thằng,0,0,0,0,2
439,tôi . tuyên thệ . nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
440,tôi tuyên thệ . . nhiệm kỳ cố gắng đục khoét tàn phá đất thằng,0,0,0,0,2
441,tôi tuyên thệ . . nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
442,tôi tuyên thệ . . nhiệm kỳ vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
443,tôi tuyên thệ . . cố gắng đục khoét tàn phá đất,0,0,0,0,2
444,tôi tuyên thệ . . nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
445,tôi tuyên thệ . . cố gắng vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
446,tôi . . nhiệm kỳ cố gắng đục khoét tàn phá đất thằng,0,0,0,0,2
447,tôi tuyên thệ . . nhiệm kỳ cố gắng vơ vét đục khoét tàn phá đất thằng,0,0,0,0,2
448,không lộn xộn cộng sảng mà .,0,0,0,0,3
449,không lộn xộn cộng sảng mà .,0,0,0,0,3
450,không bẩn thỉu cộng gộp sảng mà .,0,0,0,0,3
451,không bẩn thỉu cộng gộp sảng mà .,0,0,0,0,3
452,không hỗn độn cộng sảng mà .,0,0,0,0,3
453,không bẩn thỉu gộp sảng mà .,0,0,0,0,3
454,không bừa bãi cộng sảng mà .,0,0,0,0,3
455,không bừa bãi cộng sảng mà .,0,0,0,0,3
456,không bẩn thỉu cộng tính tổng sảng mà .,0,0,0,0,3
457,không bẩn thỉu không thể cộng sảng mà .,0,0,0,0,3
458,không bẩn thỉu cộng sảng tính tổng mà .,0,0,0,0,3
459,không bẩn thỉu cộng sảng không thể mà .,0,0,0,0,3
460,không bẩn thỉu cộng sảng mà .,0,0,0,0,3
461,không hỗn độn bẩn thỉu cộng sảng mà .,0,0,0,0,3
462,không bẩn thỉu cộng sảng tính tổng mà .,0,0,0,0,3
463,không hỗn độn bẩn thỉu cộng sảng mà .,0,0,0,0,3
464,cộng bẩn thỉu không sảng mà .,0,0,0,0,3
465,không sảng cộng bẩn thỉu mà .,0,0,0,0,3
466,không bẩn thỉu cộng . mà sảng,0,0,0,0,3
467,cộng bẩn thỉu không sảng mà .,0,0,0,0,3
468,không bẩn thỉu . sảng mà cộng,0,0,0,0,3
469,không . cộng sảng mà bẩn thỉu,0,0,0,0,3
470,không bẩn thỉu . sảng mà cộng,0,0,0,0,3
471,không cộng bẩn thỉu sảng mà .,0,0,0,0,3
472,không bẩn thỉu cộng sảng mà .,0,0,0,0,3
473,không bẩn thỉu cộng mà,0,0,0,0,3
474,không bẩn thỉu cộng sảng mà .,0,0,0,0,3
475,không bẩn thỉu cộng sảng mà .,0,0,0,0,3
476,không bẩn thỉu cộng sảng .,0,0,0,0,3
477,không bẩn thỉu cộng sảng mà .,0,0,0,0,3
478,không bẩn thỉu cộng sảng mà .,0,0,0,0,3
479,không bẩn thỉu sảng mà .,0,0,0,0,3
480,trên hiện trạng cái xã hội này là đến bọn trẻ nó còn biết về thực tại xã hội quan hệ chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
481,trên thực tế cái xã hội này là đến đoàn trẻ nó còn biết về thực tế xã hội chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
482,trên thực tế cái xã hội này là đến đám trẻ nó còn biết về cái có thật xã hội chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
483,trên hiện trạng cái xã hội này là đến bọn trẻ nó còn biết về thực tại xã hội quan hệ chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
484,trên hiện trạng cái xã hội này là đến bọn trẻ nó còn biết về thực tại xã hội quan hệ chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
485,trên thực tế cái mang tính chất xã hội này là đến bọn trẻ nó còn biết về cái có thật mang tính chất xã hội chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
486,trên hiện trạng cái xã hội này là đến bọn trẻ nó còn biết về thực tại xã hội quan hệ chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
487,trên thực tế cái xã hội này là đến đội trẻ nó còn biết về thực tại xã hội quan hệ chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
488,trên thực tế cái xã hội này là đến bọn trẻ nó còn biết về thực tại xã hội thực tế chính trị còn mấy ấy ấy lại cần đội biết,0,0,0,0,3
489,trên thực tế cái xã hội này là đến bọn trẻ hiểu mang tính xã hội nó còn biết về thực tại xã hội chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
490,trên thực tế cái xã hội này đội là đến bọn trẻ nó còn biết về thực tại xã hội chính trị còn mấy ấy ấy lại vẫn cần biết,0,0,0,0,3
491,trên thực tế cái xã hội này là đến hiểu bọn trẻ nó còn biết về thực tại xã hội chính trị còn mấy ấy ấy lại mang tính xã hội cần biết,0,0,0,0,3
492,trên thực tế cái xã hội này thực tế là đến bọn trẻ nó còn biết về thực tại xã hội chính trị còn vẫn mấy ấy ấy lại cần biết,0,0,0,0,3
493,trên thực tế vẫn cái xã hội này là đến hiện trạng bọn trẻ nó còn biết về thực tại xã hội chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
494,trên thực tế cái xã hội này là đến bọn trẻ nó còn biết về thực tại thực tế xã hội chính trị còn mấy hiện trạng ấy ấy lại cần biết,0,0,0,0,3
495,trên thực tế cái xã hội này là đến đứng theo bọn trẻ nó còn biết về thực tại xã hội chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
496,trên thực tại cái xã hội biết là đến bọn trẻ nó còn này về thực tế xã hội chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
497,đến thực tế cái xã hội này cần trên bọn trẻ nó còn biết về thực tại xã hội chính trị còn mấy ấy ấy lại là biết,0,0,0,0,3
498,trên thực tế ấy xã hội này cần đến bọn trẻ nó còn biết về thực tại xã hội chính trị còn mấy cái ấy lại là biết,0,0,0,0,3
499,trên lại bọn xã hội này là đến cái trẻ nó còn biết về thực tại xã hội chính trị còn mấy ấy ấy thực tế cần biết,0,0,0,0,3
500,trên thực tế cái xã hội này đến cần bọn trẻ nó còn biết về thực tại xã hội chính trị còn mấy ấy ấy lại là biết,0,0,0,0,3
501,còn thực tế cái xã hội nó là đến bọn trẻ này còn biết về thực tại xã hội chính trị trên mấy ấy ấy lại cần biết,0,0,0,0,3
502,trên thực tế cái xã hội này về cần bọn trẻ nó còn biết là thực tại xã hội chính trị còn mấy ấy ấy lại đến biết,0,0,0,0,3
503,trên thực tế cái xã hội này là đến mấy nó trẻ còn biết về thực tại xã hội chính trị còn bọn ấy ấy lại cần biết,0,0,0,0,3
504,trên thực tế cái xã hội này là đến bọn trẻ nó còn biết về thực tại xã hội chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
505,trên thực tế xã hội là đến bọn trẻ nó còn biết về thực tại xã hội chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
506,trên thực tế cái xã hội này là bọn trẻ nó biết về thực tại xã hội chính trị còn mấy ấy ấy cần biết,0,0,0,0,3
507,trên thực tế cái xã hội này là đến bọn trẻ nó còn biết thực tại chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
508,trên thực tế cái xã hội này là đến bọn trẻ nó còn biết về thực tại xã hội chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
509,thực tế cái xã hội này là đến trẻ nó còn biết về thực tại xã hội chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
510,thực tế cái này là đến bọn trẻ nó còn biết về thực tại chính trị còn mấy ấy ấy lại cần biết,0,0,0,0,3
511,trên thực tế cái xã hội này đến bọn trẻ nó còn biết về thực tại xã hội còn mấy ấy ấy lại cần biết,0,0,0,0,3
512,bóc lột đám thực dân !,0,0,0,0,3
513,lợi dụng bọn thực dân !,0,0,0,0,3
514,bóc lột toán thực dân !,0,0,0,0,3
515,bóc lột đám thực dân !,0,0,0,0,3
516,lợi dụng bọn thực dân !,0,0,0,0,3
517,bắt làm quá sức bọn thực dân !,0,0,0,0,3
518,bóc lột đám thực dân !,0,0,0,0,3
519,bóc lột đám thực dân !,0,0,0,0,3
520,lợi dụng bóc lột bọn thực dân !,0,0,0,0,3
521,bóc lột bọn thực dân đội !,0,0,0,0,3
522,bóc lột bọn thực dân lợi dụng !,0,0,0,0,3
523,bóc lột bọn lợi dụng thực dân !,0,0,0,0,3
524,bóc lột bọn lợi dụng thực dân !,0,0,0,0,3
525,bóc lột bọn lợi dụng thực dân !,0,0,0,0,3
526,bóc lột bọn thực dân lợi dụng !,0,0,0,0,3
527,bóc lột bọn thực dân lợi dụng !,0,0,0,0,3
528,bọn bóc lột thực dân !,0,0,0,0,3
529,thực dân bọn bóc lột !,0,0,0,0,3
530,! bọn thực dân bóc lột,0,0,0,0,3
531,bóc lột thực dân bọn !,0,0,0,0,3
532,bóc lột thực dân bọn !,0,0,0,0,3
533,bóc lột bọn ! thực dân,0,0,0,0,3
534,thực dân bọn bóc lột !,0,0,0,0,3
535,thực dân bọn bóc lột !,0,0,0,0,3
536,bóc lột bọn thực dân !,0,0,0,0,3
537,bóc lột bọn thực dân,0,0,0,0,3
538,bóc lột bọn thực dân !,0,0,0,0,3
539,bóc lột bọn thực dân !,0,0,0,0,3
540,bóc lột bọn !,0,0,0,0,3
541,bóc lột bọn thực dân !,0,0,0,0,3
542,bóc lột bọn thực dân !,0,0,0,0,3
543,bóc lột bọn thực dân !,0,0,0,0,3
544,"lãnh vực khoái "" búa liêm ' "" mà ! ! !",0,0,0,0,2
545,"ngành khoái "" búa liêm ' "" mà ! ! !",0,0,0,0,2
546,"môn yêu thích "" búa liêm ' "" mà ! ! !",0,0,0,0,2
547,"môn yêu thích "" búa liêm ' "" mà ! ! !",0,0,0,0,2
548,"ngành khoái "" búa liêm ' "" mà ! ! !",0,0,0,0,2
549,"lãnh vực khoái "" búa liêm ' "" mà ! ! !",0,0,0,0,2
550,"môn ưa thích "" búa liêm ' "" mà ! ! !",0,0,0,0,2
551,"môn khoái "" cái búa liêm ' "" mà ! ! !",0,0,0,0,2
552,"môn khoái ngành "" búa liêm ' "" mà ! ! !",0,0,0,0,2
553,"môn khoái "" búa liêm cái búa ' "" mà ! ! !",0,0,0,0,2
554,"môn khoái "" búa liêm ' "" thích mà ! ! !",0,0,0,0,2
555,"ngành môn khoái "" búa liêm ' "" mà ! ! !",0,0,0,0,2
556,"môn khoái "" búa thích liêm ' "" mà ! ! !",0,0,0,0,2
557,"môn khoái "" búa liêm ' "" mà thích ! ! !",0,0,0,0,2
558,"cái búa môn khoái "" búa liêm ' "" mà ! ! !",0,0,0,0,2
559,"môn khoái "" búa liêm ' "" cái búa mà ! ! !",0,0,0,0,2
560,"môn khoái "" búa liêm ' ! mà ! ! """,0,0,0,0,2
561,"môn khoái ! búa liêm ' "" mà "" ! !",0,0,0,0,2
562,"môn khoái "" mà liêm ' "" búa ! ! !",0,0,0,0,2
563,"môn ! "" búa liêm ' "" mà ! khoái !",0,0,0,0,2
564,"búa khoái "" môn liêm ' "" mà ! ! !",0,0,0,0,2
565,"môn khoái liêm búa "" ' "" mà ! ! !",0,0,0,0,2
566,"môn khoái "" búa ! ' "" mà ! liêm !",0,0,0,0,2
567,"môn khoái "" ! liêm ' "" mà ! búa !",0,0,0,0,2
568,"môn khoái "" búa liêm ' "" mà ! !",0,0,0,0,2
569,"môn khoái búa ' "" ! ! !",0,0,0,0,2
570,"môn khoái "" búa liêm ' mà ! ! !",0,0,0,0,2
571,"môn khoái "" liêm ' "" mà ! !",0,0,0,0,2
572,"môn khoái "" búa ' "" mà ! ! !",0,0,0,0,2
573,"môn khoái "" búa liêm ' "" mà ! ! !",0,0,0,0,2
574,"môn khoái "" búa liêm ' "" mà ! ! !",0,0,0,0,2
575,"môn khoái "" búa liêm ' "" mà ! ! !",0,0,0,0,2
576,3k 38 người . con tất cả . tỉ lệ 99 % không đồng 1 % đồng ý . ha ha đâu phủ kín dám trưng cầu miệng lưỡi thế gian .,0,0,0,0,2
577,3k 38 người . con tất cả . tỉ lệ 99 % không đồng 1 % chính thức hoá . ha ha đâu bao dám trưng cầu miệng lưỡi thế gian .,0,0,0,0,2
578,3k 38 người . con tất cả . tỷ lệ 99 % không đồng 1 % phê chuẩn . ha ha đâu bao dám trưng cầu dân ý .,0,0,0,0,2
579,3k 38 người . con tất cả . tỷ lệ 99 % không đồng 1 % xét duyệt . ha ha đâu bao dám trưng cầu dân ý .,0,0,0,0,2
580,3k 38 người . con tất cả . tỉ lệ 99 % không đồng 1 % đồng ý . ha ha đâu bọc dám trưng cầu dư luận .,0,0,0,0,2
581,3k 38 người . con tất cả . tỉ lệ 99 % không đồng I % đồng ý . ha ha đâu bao dám trưng cầu miệng lưỡi thế gian .,0,0,0,0,2
582,3k 38 người . con tất cả . tỉ lệ 99 % không đồng 1 % đồng ý . ha ha đâu bao mạo phạm trưng cầu dư luận .,0,0,0,0,2
583,3k 38 người . con tất cả . tỉ lệ 99 % không đồng 1 % đồng ý . ha ha đâu bao bọc mạo phạm trưng cầu dân ý .,0,0,0,0,2
584,3k 38 người mạo phạm . con tất cả . phê chuẩn tỉ lệ 99 % không đồng 1 % đồng ý . ha ha đâu bao dám trưng cầu dân ý .,0,0,0,0,2
585,3k 38 người . con không thể tất cả . không tỉ lệ 99 % không đồng 1 % đồng ý . ha ha đâu bao dám trưng cầu dân ý .,0,0,0,0,2
586,3k 38 người . con tất cả . không thể tỉ lệ 99 % không đồng 1 % đồng ý bọc . ha ha đâu bao dám trưng cầu dân ý .,0,0,0,0,2
587,3k 38 người . con tất cả . tỉ lệ 99 % không đồng 1 % đồng ý dư luận một . ha ha đâu bao dám trưng cầu dân ý .,0,0,0,0,2
588,3k 38 người . con phê chuẩn xác nhận tất cả . tỉ lệ 99 % không đồng 1 % đồng ý . ha ha đâu bao dám trưng cầu dân ý .,0,0,0,0,2
589,3k 38 người một . con tất cả . tỉ lệ 99 % không đồng 1 % đồng ý . ha ha đâu bao một dám trưng cầu dân ý .,0,0,0,0,2
590,3k 38 bọc người . con tất cả . tỉ lệ 99 % không đồng 1 % đồng ý . ha ha đâu bao dám trưng cầu dân ý một .,0,0,0,0,2
591,3k 38 người . con tất cả . tỉ lệ không thể 99 % không đồng 1 % đồng ý . ha ha đâu bao dám mạo phạm trưng cầu dân ý .,0,0,0,0,2
592,3k 38 đâu . con tất cả . tỉ lệ 99 dám không đồng 1 % đồng ý . ha ha người bao % trưng cầu dân ý .,0,0,0,0,2
593,. 38 người 3k con tất cả . tỉ lệ 99 % dân ý đồng 1 % đồng ý . ha ha đâu bao dám trưng cầu không .,0,0,0,0,2
594,3k 38 người . con tất cả không tỉ lệ 99 % . đồng 1 % đâu . ha ha đồng ý bao dám trưng cầu dân ý .,0,0,0,0,2
595,người 38 3k . con tất cả . tỉ lệ 99 % không đồng 1 dân ý đồng ý . ha ha đâu bao dám trưng cầu % .,0,0,0,0,2
596,3k 38 người . con tất cả dám tỉ lệ 99 % không đồng bao % đồng ý . ha ha đâu 1 . trưng cầu dân ý .,0,0,0,0,2
597,3k 38 người . con tất cả . bao 99 % không đồng 1 % đồng ý . trưng cầu đâu tỉ lệ dám ha ha dân ý .,0,0,0,0,2
598,3k 38 người . con trưng cầu . tỉ lệ 99 % không đồng 1 % đồng ý . ha ha đâu bao dám . dân ý tất cả,0,0,0,0,2
599,3k 38 người . con tất cả . tỉ lệ 99 % không bao 1 % đồng ý . dám đâu đồng ha ha trưng cầu dân ý .,0,0,0,0,2
600,3k người . con tất cả . tỉ lệ 99 không đồng 1 % đồng ý . ha ha đâu bao dám dân ý .,0,0,0,0,2
601,3k người . con tất cả tỉ lệ % không 1 % đồng ý . ha ha đâu bao dám trưng cầu dân ý .,0,0,0,0,2
602,3k 38 người . con tất cả . tỉ lệ 99 % không đồng 1 % đồng ý . ha ha đâu bao dám trưng cầu dân ý .,0,0,0,0,2
603,3k 38 người . con tất cả . tỉ lệ 99 % không đồng 1 % đồng ý . ha ha đâu bao dám trưng cầu dân ý .,0,0,0,0,2
604,38 . tất cả . tỉ lệ 99 % không đồng 1 % đồng ý . ha ha đâu bao dám trưng cầu dân ý .,0,0,0,0,2
605,3k 38 người . con tất cả . tỉ lệ 99 % không đồng 1 % . ha ha đâu bao dám trưng cầu dân ý .,0,0,0,0,2
606,3k 38 người . con . 99 % không đồng % đồng ý . ha ha đâu bao dám trưng cầu dân ý .,0,0,0,0,2
607,3k 38 người . con tất cả . tỉ lệ 99 % không đồng 1 % đồng ý ha ha đâu bao dám trưng cầu dân ý .,0,0,0,0,2
608,"day la y kien tam huyet tán rat nhieu tri thuc : loang dan chu cây cho hoa thi moi bọc ve duoc dắt nuoc , nhung hinh nhu dang sống van chua tinh , ho vua dien tap chong “ khung bo “ ma ke khung bo lai cam co gập lại lan truyền !",0,0,0,0,3
609,"day la y kien tam huyet tán rat nhieu tri thuc : phai dan chẩu cây cho hoa đọ sức moi bao ve duoc dắt nuoc , nhung hinh nhu dang sống van xin chua tinh , ho vua dien tap chong “ khung bo “ ma ke khung bo lai cam co vọng !",0,0,0,0,3
610,"day la y kien tam huyet tán tỉnh rat nhieu tri thuc : phai dan chu hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu giải ra cư trú van chua tinh , ho vua dien tap chong “ khung cho tiền bo “ ma ke khung cho tiền bo lai cam gập lại vang !",0,0,0,0,3
611,"day la đúng kien tam huyet tán tỉnh rat nhieu tri thuc : phai dan chu hoa thi moi bao phủ ve duoc dắt nuoc , nhung hinh nhu dang sống van xin chua tinh , ho bà hoàng dien tap chong “ khung bo “ ma ke khung bo lai cam co vang !",0,0,0,0,3
612,"day la giống kien tam huyet tán rat nhieu tri thuc : phai dan chu cây cho hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu dang trú ngụ van chua tinh , ho vua dien tap chong “ xương bo “ ma ke xương bo lai cam gập vang !",0,0,0,0,3
613,"day la y kien tam huyet tán rat nhieu tri thuc : phai dan chu hoa thi moi bao ve duoc dắt đi nuoc , nhung hinh nhu dang sống van thiu tinh , ho ông vua dien tap chong “ khung bo “ linh hồn ke khung bo lai chịu co vang !",0,0,0,0,3
614,"day la y kien ba huyet tán rat nhieu tri thuc : phai dan chu cây hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu dang sống van chua tinh , ho chúa dien tap chong “ khung đưa tiền tip “ ma ke khung đưa tiền tip lai chịu đựng co vang !",0,0,0,0,3
615,"beo la y kien tam huyet tán rat nhieu tri thuc : phai dan chẩu cây cho hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu dang ở van thiu tinh , ho vua dien tap chong “ khung bo “ ma ke khung bo lai cam co vang !",0,0,0,0,3
616,"day la y kien tam vắt huyet hồn ma tán rat nhieu tri thuc : phai dan chu hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu sườn dang sống van chua tinh tip , ho vua dien tap lái chong “ khung bo “ ma ke khung bo lai cam co vang !",0,0,0,0,3
617,"day la y kien tam huyet tán rat nhieu tri thuc mở : sườn phai dan chu hoa mở thi moi bao ve duoc dắt nuoc , nhung hinh nhu dang sống van chúa chua tinh , ho vua dien tap chong “ khung bo “ ma ke khung bo lai cam co vang vua !",0,0,0,0,3
618,"day la nhịn y kien tam huyet tán rat nhieu tri thuc : phai dan chu hoa thi moi bao ve duoc dắt nuoc , chịu nhung hinh nhu dang sống van hét chua tinh hồn ma , ho vua dien tap chong “ khung bo “ ma gặp ke khung bo lai cam co vang !",0,0,0,0,3
619,"day la y kien tam huyet sườn tán rat nhieu tri thuc : phai tip bọc dan chu hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu dang sống van chua tinh , ho dẫn vua dien tap chong “ khung bo “ ma tip ke khung bo lai cam co vang !",0,0,0,0,3
620,"day la y kien tam sườn huyet tán rat nhieu tri thuc : phai dan chu hoa thi moi bao ve duoc dắt vang nuoc , nhung hinh nhu dang sống van chua tinh , ho vua dien tip tap chong “ khung bo “ ma ke khung vọng bo hồn ma lai cam co vang !",0,0,0,0,3
621,"day la y kien tam huyet tán rat nhieu tri thuc : phai dan chu gập hoa thi moi cây hoa bao ve duoc gập dắt nuoc , nhung hinh nhu dang sống vắt van chua tinh , ho vua dien tap chong “ khung bo tip “ ma ke khung bo lai cam co vang !",0,0,0,0,3
622,"day la y kien tam huyet tán sườn rat nhieu tri thuc : phai dan chu hoa thi moi bao ve duoc dắt nuoc , nhung hinh nhu dang theo đuổi sống đúng van chua tinh , ho vua dien tap chong “ khung bo “ ma ke lái khung bo lái lai cam co vang !",0,0,0,0,3
623,"day la y kien tam huyet tán rat nhieu tri thuc : phai dan chu hoa thi moi bao ve duoc dắt nuoc , nhung hỏng hinh nhu dang sống van chua tinh , ho vua dien tap chong “ gập khung tip bo “ ma ke khung bo lai véo hỏng cam co vang !",0,0,0,0,3
624,"day la y kien hoa huyet tán rat nhieu tri thuc : phai dan chu “ thi moi bao ve duoc dắt nuoc , nhung hinh nhu dang van ! chua tinh chong ho vua dien tap , tam khung bo “ ma ke khung bo lai cam co vang sống",0,0,0,0,3
625,"day bao y kien tam huyet tán rat nhieu tri thuc la phai dan chu hoa dien moi : ma dắt nuoc , nhung hinh nhu dang sống van chua tinh lai ho vua thi tap chong “ khung bo “ ve duoc ke khung bo , cam co vang !",0,0,0,0,3
